Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
2202-4007,2202,4007,56324,32206,56331,32209,1,30,100,0.04,617.9,33.78,7.51,19.51,18.46,208.71,208.71,0,0,29.54,1.14,4.5,0.33,8.85,80.52,6.95,20.36,40.22,16.3,0.078098797,29.54,1.14,4.5,0.33,8.85,80.52,6.95,20.36,40.22,16.3,7.809879737,152.19,40.22,7.086956522,152.19,40.22,16.3,152.19,40.22,7.086956522,152.19,40.22,16.3,0,0,IP,"LineString (56324 32206, 56331 32209)"
1040-4008,1040,4008,56223,32032,56233,32035,1,48,102,0,1918,27.91,0,7.65,48,535.27,535.56,0,49.97,82.21,7.33,10.59,1.68,23.65,197.44,35.93,72.1,45.42,8.95,0.016720534,82.25,7.33,10.6,1.68,23.66,197.55,35.94,72.14,45.45,8.96,1.673015162,430.93,45.42,3.891304348,430.93,45.42,8.95,431.15,45.45,3.895652174,431.15,45.45,8.96,24.985,49.97,IP,"LineString (56223 32032, 56233 32035)"
7038-4008,7038,4008,56234,32036,56233,32035,1,48,19,0,1921,23.07,0,1.42,48,443.22,443.27,0,43.99,9.97,42.38,2.13,6.86,22.42,38.24,163.4,74.05,33,6.77,0.015274581,9.97,42.39,2.13,6.86,22.42,38.25,163.42,74.06,33,6.77,1.527285853,359.45,33,2.943478261,359.45,33,6.77,359.5,33,2.943478261,359.5,33,6.77,21.995,43.99,IP,"LineString (56234 32036, 56233 32035)"
1039-4009,1039,4009,56209,32028,56195,32024,1,32,136,0,200,38.46,1.75,17.05,28.72,76.92,76.93,47,0,0.98,17.43,0.26,3.47,13.99,1.32,22.12,11.78,5.38,0.19,0.002470099,0.98,17.44,0.26,3.47,14,1.32,22.12,11.78,5.38,0.19,0.246977772,71.35,5.38,0.082608696,71.35,5.38,0.19,71.37,5.38,0.082608696,71.37,5.38,0.19,0,0,IP,"LineString (56209 32028, 56195 32024)"
7038-4010,7038,4010,56234,32036,56236,32037,1,48,9,0,1876.92,28.52,1.48,2.16,15,535.27,535.56,0,49.97,82.21,7.33,10.59,1.68,23.65,197.44,35.93,72.1,45.42,8.95,0.016720534,82.25,7.33,10.6,1.68,23.66,197.55,35.94,72.14,45.45,8.96,1.673015162,430.93,45.42,3.891304348,430.93,45.42,8.95,431.15,45.45,3.895652174,431.15,45.45,8.96,24.985,49.97,IP,"LineString (56234 32036, 56236 32037)"
1015-4010,1015,4010,56257,32049,56236,32037,1,48,261,0,2137.94,20.42,1.06,20.63,45.54,436.48,436.53,0,44,7.92,43.44,1.71,6.99,21.62,31.12,164.1,71.58,39.28,4.72,0.010813783,7.92,43.45,1.71,6.99,21.62,31.13,164.11,71.59,39.28,4.72,1.081254438,348.48,39.28,2.052173913,348.48,39.28,4.72,348.52,39.28,2.052173913,348.52,39.28,4.72,22,44,IP,"LineString (56257 32049, 56236 32037)"
4011-4010,4011,4010,56253,32020,56236,32037,1,30,265,0.01,565.13,5.28,7.1,38.9,24.53,29.85,29.85,0,0,2.52,0.26,0.5,0.07,1.29,9.03,4.03,4.07,4.99,3.09,0.103517588,2.52,0.26,0.5,0.07,1.29,9.03,4.03,4.07,4.99,3.09,10.35175879,21.77,4.99,1.343478261,21.77,4.99,3.09,21.77,4.99,1.343478261,21.77,4.99,3.09,0,0,IP,"LineString (56253 32020, 56236 32037)"
4010-4011,4010,4011,56236,32037,56253,32020,1,30,265,0,1250,2.91,0,31.8,30,36.37,36.38,0,0,0.61,2.2,0.2,0.34,1.08,5.61,8.87,6.9,6.52,4.04,0.111080561,0.61,2.2,0.2,0.34,1.08,5.61,8.87,6.9,6.52,4.04,11.10500275,25.81,6.52,1.756521739,25.81,6.52,4.04,25.81,6.52,1.756521739,25.81,6.52,4.04,0,0,IP,"LineString (56236 32037, 56253 32020)"
1016-4012,1016,4012,56281,32044,56296,32048,1,40,158,0,1897.63,44.55,1.71,15.93,35.71,845.35,845.63,0,49.98,135.04,22.85,16.14,5.05,34.02,303.98,114.47,93.24,70.57,0,0,135.08,22.86,16.15,5.06,34.03,304.09,114.5,93.27,70.59,0,0,724.79,70.57,0,724.79,70.57,0,725.04,70.59,0,725.04,70.59,0,24.99,49.98,IP,"LineString (56281 32044, 56296 32048)"
4013-4012,4013,4012,56295,32058,56296,32048,1,30,104,0.04,325.78,7.04,11.91,24.39,15.35,22.94,22.94,0,0,1.78,0.87,0.46,0.26,0.95,6.95,6.05,4.07,1.4,0.15,0.006538797,1.78,0.87,0.46,0.26,0.95,6.95,6.05,4.07,1.4,0.15,0.653879686,21.39,1.4,0.065217391,21.39,1.4,0.15,21.39,1.4,0.065217391,21.39,1.4,0.15,0,0,IP,"LineString (56295 32058, 56296 32048)"
2150-4012,2150,4012,56314,32047,56296,32048,1,40,174,0,1840.94,44.59,1.82,17.48,35.83,820.86,820.92,0,48,41.49,85.53,6.82,13.71,35.99,131.27,290.24,101.07,66.59,0.15,0.000182735,41.49,85.54,6.82,13.71,35.99,131.28,290.27,101.07,66.6,0.15,0.018272182,706.12,66.59,0.065217391,706.12,66.59,0.15,706.17,66.6,0.065217391,706.17,66.6,0.15,24,48,IP,"LineString (56314 32047, 56296 32048)"
4012-4013,4012,4013,56296,32048,56295,32058,1,30,104,0,1250,1.57,0,12.48,30,19.62,19.62,0,0,1.37,1.56,0.41,0.28,0.89,5.48,5.49,2.54,1.45,0.15,0.00764526,1.37,1.56,0.41,0.28,0.89,5.48,5.5,2.54,1.45,0.15,0.764525994,18.02,1.45,0.065217391,18.02,1.45,0.15,18.03,1.45,0.065217391,18.03,1.45,0.15,0,0,IP,"LineString (56296 32048, 56295 32058)"
2006-4014,2006,4014,56211,32038,56211,32044,1,30,60,0,1250,8.8,0,7.2,30,109.97,110.03,0,0,2.85,13.78,0.7,2.3,6.79,12.69,42.01,14.83,9.63,4.39,0.039919978,2.85,13.79,0.7,2.3,6.8,12.7,42.03,14.83,9.64,4.39,3.989820958,95.95,9.63,1.908695652,95.95,9.63,4.39,96,9.64,1.908695652,96,9.64,4.39,0,0,IP,"LineString (56211 32038, 56211 32044)"
1051-5001,1051,5001,56164,32001,56163,32011,1,32,112,0,1858.51,9.46,1.07,13.67,29.5,175.86,175.88,0,0,19.19,7.14,2.39,1.48,10.4,53.43,27.62,28.26,23.37,2.59,0.014727624,19.19,7.14,2.39,1.48,10.4,53.44,27.62,28.26,23.37,2.59,1.472594951,149.91,23.37,1.126086957,149.91,23.37,2.59,149.92,23.37,1.126086957,149.92,23.37,2.59,0,0,IP,"LineString (56164 32001, 56163 32011)"
5002-5001,5002,5001,56153,32011,56163,32011,1,32,100,0.02,635.63,17.81,6.66,17.91,20.1,113.23,113.23,0,0,18.07,1.83,2.48,0.47,6.28,42.92,10.67,14.99,13.72,1.8,0.015896847,18.07,1.83,2.48,0.47,6.28,42.92,10.67,14.99,13.72,1.8,1.589684713,97.71,13.72,0.782608696,97.71,13.72,1.8,97.71,13.72,0.782608696,97.71,13.72,1.8,0,0,IP,"LineString (56153 32011, 56163 32011)"
1030-5001,1030,5001,56166,32037,56163,32011,1,32,267,0,1464.97,15.7,2.1,32.14,29.91,229.98,230.14,0,0,9.32,27.04,1.71,3.78,11.47,29.35,77.92,33.57,32.15,3.67,0.015957909,9.32,27.06,1.71,3.79,11.48,29.37,77.97,33.59,32.18,3.67,1.594681498,194.16,32.15,1.595652174,194.16,32.15,3.67,194.29,32.18,1.595652174,194.29,32.18,3.67,0,0,IP,"LineString (56166 32037, 56163 32011)"
5001-5002,5001,5002,56163,32011,56153,32011,1,32,100,0,1250,9.94,0,11.25,32,124.26,124.3,0,0,3.05,14.24,0.79,2.43,8.41,12.24,45.6,19.23,16.47,1.8,0.014485756,3.05,14.24,0.79,2.43,8.41,12.25,45.61,19.24,16.47,1.8,1.448109413,105.99,16.47,0.782608696,105.99,16.47,1.8,106.02,16.47,0.782608696,106.02,16.47,1.8,0,0,IP,"LineString (56163 32011, 56153 32011)"
1013-5003,1013,5003,56362,32076,56355,32087,1,30,130,0,1250,2.7,0,15.6,30,33.71,33.71,0,0,1.62,2.03,0.51,0.43,1.65,5.99,11.97,6.97,2.12,0.42,0.012459211,1.62,2.03,0.51,0.43,1.65,5.99,11.97,6.98,2.12,0.42,1.245921092,31.17,2.12,0.182608696,31.17,2.12,0.42,31.18,2.12,0.182608696,31.18,2.12,0.42,0,0,IP,"LineString (56362 32076, 56355 32087)"
1052-5004,1052,5004,56166,31995,56169,31984,1,32,140,0,1440.5,26.92,1.71,17.46,28.87,387.74,387.8,0,0,46.47,8.68,7.81,1.47,21.61,147.81,28.66,74.48,45.21,5.53,0.014262134,46.48,8.68,7.81,1.47,21.62,147.84,28.67,74.49,45.22,5.53,1.42599278,336.99,45.21,2.404347826,336.99,45.21,5.53,337.06,45.22,2.404347826,337.06,45.22,5.53,0,0,IP,"LineString (56166 31995, 56169 31984)"
5004-5005,5004,5005,56169,31984,56163,31980,1,32,75,0.02,512.11,17.67,7.61,16.05,16.82,90.47,90.48,0,0,15.21,0.32,1.59,0.07,3.43,42.81,1.28,12.94,11.61,1.21,0.013374599,15.21,0.32,1.59,0.07,3.43,42.81,1.28,12.94,11.61,1.21,1.337312113,77.65,11.61,0.526086957,77.65,11.61,1.21,77.65,11.61,0.526086957,77.65,11.61,1.21,0,0,IP,"LineString (56169 31984, 56163 31980)"
4005-5005,4005,5005,56165,31972,56163,31980,1,32,85,0,1980,12.17,1.03,10.6,28.87,241.06,241.07,0,0,4.97,18.38,1.08,3.95,16.89,14,91.85,57.15,29.77,3.02,0.012528001,4.97,18.38,1.08,3.95,16.89,14,91.86,57.15,29.77,3.02,1.252748164,208.27,29.77,1.313043478,208.27,29.77,3.02,208.28,29.77,1.313043478,208.28,29.77,3.02,0,0,IP,"LineString (56165 31972, 56163 31980)"
1071-5006,1071,5006,56218,31956,56226,31954,1,48,85,0,1980,1.59,0,6.38,48,31.54,31.54,0,0,1.82,1.48,0.65,0.23,1.37,8.43,6.86,5.99,4.38,0.32,0.010145847,1.82,1.48,0.65,0.23,1.37,8.43,6.86,5.99,4.38,0.32,1.014584654,26.83,4.38,0.139130435,26.83,4.38,0.32,26.83,4.38,0.139130435,26.83,4.38,0.32,0,0,IP,"LineString (56218 31956, 56226 31954)"
1133-5006,1133,5006,56246,31952,56226,31954,1,48,206,0,1980,1.65,0,15.45,48,32.71,32.71,0,0,0.66,1.29,0.22,0.34,1.53,3.15,10.95,8.01,4.6,1.94,0.05930908,0.66,1.29,0.22,0.34,1.53,3.16,10.96,8.01,4.6,1.94,5.930907979,26.15,4.6,0.843478261,26.15,4.6,1.94,26.17,4.6,0.843478261,26.17,4.6,1.94,0,0,IP,"LineString (56246 31952, 56226 31954)"
5009-5008,5009,5008,56284,31897,56284,31885,1,30,190,0,1814.69,6.29,1.06,23.86,28.67,114.08,114.08,0,0,18.28,0.26,2.8,0.06,6.27,49.77,1.06,16.84,10.76,7.98,0.069950912,18.28,0.26,2.8,0.06,6.27,49.77,1.06,16.84,10.76,7.98,6.995091164,95.34,10.76,3.469565217,95.34,10.76,7.98,95.34,10.76,3.469565217,95.34,10.76,7.98,0,0,IP,"LineString (56284 31897, 56284 31885)"
6001-5008,6001,5008,56323,31880,56284,31885,1,48,419,0.01,722.43,26.95,6.44,37.86,39.84,194.71,194.78,0,0,6.36,34.89,1.48,5.73,14.63,13.77,68.6,27.45,20.02,1.77,0.009090442,6.36,34.9,1.48,5.73,14.64,13.78,68.62,27.46,20.03,1.77,0.908717527,172.91,20.02,0.769565217,172.91,20.02,1.77,172.97,20.03,0.769565217,172.97,20.03,1.77,0,0,IP,"LineString (56323 31880, 56284 31885)"
2050-5008,2050,5008,56283,31856,56284,31885,1,48,260,0,936.8,8.49,4.18,23.68,39.52,79.54,79.56,0,4,1.04,4.25,2.03,1.79,15.29,4.11,16.76,15.32,3.6,11.36,0.142821222,1.04,4.25,2.03,1.79,15.29,4.11,16.77,15.32,3.6,11.36,14.27853193,60.59,3.6,4.939130435,60.59,3.6,11.36,60.6,3.6,4.939130435,60.6,3.6,11.36,2,4,IP,"LineString (56283 31856, 56284 31885)"
5008-5009,5008,5009,56284,31885,56284,31897,1,30,190,0,1250,5.28,0,22.8,30,65.94,65.96,0,0,0.13,6.42,0.03,1.35,3.44,0.53,26.48,10,6.03,11.53,0.17485593,0.13,6.43,0.03,1.35,3.44,0.53,26.49,10,6.03,11.54,17.49545179,48.38,6.03,5.013043478,48.38,6.03,11.53,48.4,6.03,5.017391304,48.4,6.03,11.54,0,0,IP,"LineString (56284 31885, 56284 31897)"
1092-5010,1092,5010,56091,31963,56073,31969,1,64,180,0,1914.61,11.88,1.07,11.19,57.9,225.49,225.5,0,4,18.52,3.86,5.56,0.69,4.16,121.36,14.42,12.06,7.44,33.42,0.148210564,18.52,3.86,5.56,0.69,4.16,121.37,14.42,12.06,7.44,33.42,14.82039911,180.63,7.44,14.53043478,180.63,7.44,33.42,180.64,7.44,14.53043478,180.64,7.44,33.42,2,4,IP,"LineString (56091 31963, 56073 31969)"
5011-5010,5011,5010,56070,31963,56073,31969,1,32,200,0.05,551.72,27.73,7.92,30.42,23.67,153.01,153.01,0,0,10.23,11.76,1.94,3.24,6.12,27.98,60.01,15.33,10.06,6.34,0.0414352,10.23,11.76,1.94,3.24,6.12,27.98,60.01,15.33,10.06,6.34,4.143520031,136.61,10.06,2.756521739,136.61,10.06,6.34,136.61,10.06,2.756521739,136.61,10.06,6.34,0,0,IP,"LineString (56070 31963, 56073 31969)"
1210-5010,1210,5010,56030,31992,56073,31969,1,64,514,0,1930.46,9.03,1.07,29.98,61.72,174.38,174.38,0,4,3.24,10.3,0.48,2.59,1.45,9.25,82.85,4.79,20.92,34.5,0.197843789,3.24,10.3,0.48,2.59,1.45,9.25,82.85,4.79,20.92,34.5,19.78437894,114.95,20.92,15,114.95,20.92,34.5,114.95,20.92,15,114.95,20.92,34.5,2,4,IP,"LineString (56030 31992, 56073 31969)"
5010-5011,5010,5011,56073,31969,56070,31963,1,32,200,0,1250,4.49,0,22.5,32,56.08,56.09,0,0,4.79,2.18,1.43,0.48,2.64,20.19,8.36,6.98,1.02,8.02,0.143009986,4.79,2.18,1.43,0.48,2.64,20.19,8.36,6.98,1.02,8.02,14.29844892,47.05,1.02,3.486956522,47.05,1.02,8.02,47.05,1.02,3.486956522,47.05,1.02,8.02,0,0,IP,"LineString (56073 31969, 56070 31963)"
1032-5012,1032,5012,56181,32038,56182,32031,1,32,100,0,1250,29.1,0,11.25,32,363.77,363.91,0,0,1.27,51.26,0.33,8.29,23.52,4.97,161.82,59.15,36.46,16.7,0.045908129,1.27,51.28,0.33,8.29,23.53,4.97,161.88,59.18,36.48,16.71,4.591794675,310.61,36.46,7.260869565,310.61,36.46,16.7,310.73,36.48,7.265217391,310.73,36.48,16.71,0,0,IP,"LineString (56181 32038, 56182 32031)"
1098-5013,1098,5013,56182,31880,56169,31871,1,32,150,0,1980,11.78,0,16.88,32,233.19,233.21,0,8,19.83,5.03,6.41,1.18,7.23,137.09,22.03,18.08,8.31,0,0,19.83,5.03,6.41,1.18,7.23,137.11,22.03,18.08,8.32,0,0,216.88,8.31,0,216.88,8.31,0,216.9,8.32,0,216.9,8.32,0,4,8,IP,"LineString (56182 31880, 56169 31871)"
2051-5013,2051,5013,56157,31862,56169,31871,1,32,152,0,1980,23.23,0,17.1,32,460.02,460.04,0,8,13.42,44.87,2.7,11.7,14.28,39.62,231.91,33.48,60.03,0,0,13.42,44.88,2.7,11.7,14.28,39.63,231.92,33.48,60.03,0,0,391.98,60.03,0,391.98,60.03,0,392.01,60.03,0,392.01,60.03,0,4,8,IP,"LineString (56157 31862, 56169 31871)"
1119-5015,1119,5015,56324,31799,56313,31788,1,30,165,0,1250,19.85,0,19.8,30,248.11,248.15,0,0,0.1,31.92,0.02,5.41,14.97,0.45,100.45,31.75,31.01,32.02,0.129055661,0.1,31.93,0.02,5.41,14.97,0.45,100.46,31.76,31.02,32.03,12.90751562,185.07,31.01,13.92173913,185.07,31.01,32.02,185.1,31.02,13.92608696,185.1,31.02,32.03,0,0,IP,"LineString (56324 31799, 56313 31788)"
1008-5016,1008,5016,56205,32130,56228,32175,1,64,497,0,1720,32.2,0.59,28.54,62.68,553.91,553.95,31,6,102.07,9.38,11.41,2.34,17.42,210.86,43.58,37.49,49.72,63.64,0.114892311,102.08,9.38,11.41,2.34,17.42,210.87,43.59,37.49,49.72,63.65,11.4902067,434.55,49.72,27.66956522,434.55,49.72,63.64,434.58,49.72,27.67391304,434.58,49.72,63.65,3,6,IP,"LineString (56205 32130, 56228 32175)"
1001-5016,1001,5016,56268,32206,56228,32175,1,64,545,0,1720,29.71,0.47,31.13,63.03,509.05,510.43,31,3.99,5.73,97.65,0.62,12.76,10.55,10.69,238.62,23.14,49.63,55.68,0.109380218,5.75,97.92,0.62,12.8,10.58,10.72,239.27,23.2,49.76,55.83,10.93783673,399.76,49.63,24.20869565,399.76,49.63,55.68,400.86,49.76,24.27391304,400.86,49.76,55.83,1.995,3.99,IP,"LineString (56268 32206, 56228 32175)"
7040-5018,7040,5018,56448,32037,56434,32039,1,40,136,0,1979.93,29.61,1.29,13.53,36.18,586.33,586.4,0,26,38.39,37.26,6.35,7.34,30.74,133.26,133.59,86.02,72.24,15.15,0.025838692,38.39,37.27,6.35,7.34,30.74,133.28,133.61,86.03,72.25,15.15,2.583560709,472.95,72.24,6.586956522,472.95,72.24,15.15,473.01,72.25,6.586956522,473.01,72.25,15.15,13,26,IP,"LineString (56448 32037, 56434 32039)"
5019-5018,5019,5018,56429,31982,56434,32039,1,48,641,0.21,899.83,29.73,4.4,52.47,43.98,267.52,267.53,0,0,9.02,42.53,1.32,6.56,6.78,25.21,145.05,17.87,11.9,1.28,0.004784689,9.02,42.54,1.32,6.56,6.78,25.21,145.06,17.87,11.9,1.28,0.478451015,254.34,11.9,0.556521739,254.34,11.9,1.28,254.36,11.9,0.556521739,254.36,11.9,1.28,0,0,IP,"LineString (56429 31982, 56434 32039)"
1021-5018,1021,5018,56394,32044,56434,32039,1,40,407,0.16,1941.6,40.71,3.12,39.75,36.86,790.36,790.48,0,26,103.53,28.23,15.8,6.7,32,255.53,140.95,77.14,78.51,25.98,0.032871097,103.54,28.23,15.8,6.7,32.01,255.57,140.97,77.15,78.52,25.98,3.286610667,659.88,78.51,11.29565217,659.88,78.51,25.98,659.97,78.52,11.29565217,659.97,78.52,25.98,13,26,IP,"LineString (56394 32044, 56434 32039)"
5018-5019,5018,5019,56434,32039,56429,31982,1,48,641,0,1730,12.89,0,48.07,48,222.97,223,0,0,50,7.1,5.84,1.1,5.16,106.44,23.08,12.53,10.44,1.28,0.005740683,50.01,7.11,5.84,1.1,5.16,106.45,23.09,12.53,10.44,1.28,0.573991031,211.25,10.44,0.556521739,211.25,10.44,1.28,211.29,10.44,0.556521739,211.29,10.44,1.28,0,0,IP,"LineString (56434 32039, 56429 31982)"
2995-5019,2995,5019,56428,31971,56429,31982,1,48,119,0,1730,15.46,0,8.93,48,267.52,267.53,0,0,9.02,42.53,1.32,6.56,6.78,25.21,145.05,17.87,11.9,1.28,0.004784689,9.02,42.54,1.32,6.56,6.78,25.21,145.06,17.87,11.9,1.28,0.478451015,254.34,11.9,0.556521739,254.34,11.9,1.28,254.36,11.9,0.556521739,254.36,11.9,1.28,0,0,IP,"LineString (56428 31971, 56429 31982)"
7051-6001,7051,6001,56325,31876,56323,31880,1,48,47,0.04,654.38,49.42,8.36,11.88,14.24,323.38,323.52,0,0,4.06,53.02,0.76,9.45,15.47,6.95,135.05,26.09,32.28,40.24,0.124435648,4.06,53.04,0.76,9.46,15.48,6.95,135.11,26.1,32.29,40.26,12.44436202,250.85,32.28,17.49565217,250.85,32.28,40.24,250.96,32.29,17.50434783,250.96,32.29,40.26,0,0,IP,"LineString (56325 31876, 56323 31880)"
5008-6001,5008,6001,56284,31885,56323,31880,1,48,419,0.03,724.36,16.98,6.04,37.46,40.26,122.99,123,0,4,17.2,3.16,4.27,1.55,17.67,35.44,10.28,17.21,8.32,3.89,0.031628588,17.21,3.16,4.27,1.55,17.67,35.44,10.28,17.21,8.32,3.89,3.162601626,106.78,8.32,1.691304348,106.78,8.32,3.89,106.79,8.32,1.691304348,106.79,8.32,3.89,2,4,IP,"LineString (56284 31885, 56323 31880)"
2070-6001,2070,6001,56337,31894,56323,31880,1,32,238,0,1752.79,23.76,1.35,28.12,30.47,416.5,416.5,0,0,81.59,2.53,10.33,0.57,19.84,172.9,11.31,45.08,36.57,35.78,0.085906363,81.59,2.53,10.33,0.57,19.84,172.9,11.31,45.08,36.57,35.78,8.590636255,344.15,36.57,15.55652174,344.15,36.57,35.78,344.15,36.57,15.55652174,344.15,36.57,35.78,0,0,IP,"LineString (56337 31894, 56323 31880)"
1096-6004,1096,6004,56235,31935,56239,31934,1,32,62,0,753.7,2.39,5.49,12.46,17.91,17.98,17.98,0,0,1.3,1.36,0.34,0.38,0.72,4.15,6.22,1.72,1.4,0.37,0.02057842,1.3,1.36,0.34,0.38,0.72,4.15,6.22,1.72,1.4,0.37,2.057842047,16.19,1.4,0.160869565,16.19,1.4,0.37,16.19,1.4,0.160869565,16.19,1.4,0.37,0,0,IP,"LineString (56235 31935, 56239 31934)"
2001-6004,2001,6004,56247,31937,56239,31934,1,32,60,0,1730,1.15,1.05,7.8,27.69,19.88,19.88,0,0,1.02,1.92,0.33,0.26,0.7,5.14,6.78,2.36,1.32,0.05,0.002515091,1.02,1.92,0.33,0.26,0.7,5.14,6.78,2.36,1.32,0.05,0.251509054,18.51,1.32,0.02173913,18.51,1.32,0.05,18.51,1.32,0.02173913,18.51,1.32,0.05,0,0,IP,"LineString (56247 31937, 56239 31934)"
6005-6004,6005,6004,56240,31929,56239,31934,1,30,100,0,635.17,8.96,6.13,18.13,19.85,56.94,56.94,0,0,5.57,1.83,1.22,0.68,2.08,20.61,12.64,5.76,5.38,1.17,0.020547945,5.57,1.83,1.22,0.68,2.08,20.61,12.64,5.76,5.38,1.17,2.054794521,50.39,5.38,0.508695652,50.39,5.38,1.17,50.39,5.38,0.508695652,50.39,5.38,1.17,0,0,IP,"LineString (56240 31929, 56239 31934)"
6004-6005,6004,6005,56239,31934,56240,31929,1,30,100,0,1250,3.03,0,12,30,37.85,37.86,0,0,2.32,3.28,0.68,0.64,1.43,9.29,13,4.08,2.72,0.42,0.011096433,2.32,3.28,0.68,0.64,1.43,9.29,13,4.08,2.72,0.42,1.109350238,34.72,2.72,0.182608696,34.72,2.72,0.42,34.72,2.72,0.182608696,34.72,2.72,0.42,0,0,IP,"LineString (56239 31934, 56240 31929)"
2699-6006,2699,6006,56159,31707,56159,31751,1,64,500,0,1720,6.76,1.12,29.25,61.54,116.24,116.25,31,0,3.25,13.36,0.44,2.69,3.5,8.25,51.91,7.63,15.03,10.18,0.087577426,3.25,13.36,0.44,2.69,3.5,8.25,51.91,7.63,15.03,10.18,8.756989247,91.03,15.03,4.426086957,91.03,15.03,10.18,91.03,15.03,4.426086957,91.03,15.03,10.18,0,0,IP,"LineString (56159 31707, 56159 31751)"
2738-6006,2738,6006,56135,31758,56159,31751,1,48,230,0.02,682.77,30.65,6.9,24.15,34.28,209.24,209.24,0,0,23.16,1.75,3.64,0.44,21.73,65.74,9.96,47.45,25.11,10.25,0.048986809,23.16,1.75,3.64,0.44,21.73,65.74,9.96,47.45,25.11,10.25,4.898680941,173.87,25.11,4.456521739,173.87,25.11,10.25,173.87,25.11,4.456521739,173.87,25.11,10.25,0,0,IP,"LineString (56135 31758, 56159 31751)"
3002-6006,3002,6006,56175,31804,56159,31751,1,64,550,0.01,943.16,26.28,4.43,35.37,55.98,247.83,247.86,31,0,11.57,19.68,2.37,4.12,12.44,43.82,73.26,25.91,29.56,25.09,0.101238752,11.57,19.68,2.37,4.12,12.44,43.83,73.27,25.92,29.56,25.1,10.12668442,193.17,29.56,10.90869565,193.17,29.56,25.09,193.2,29.56,10.91304348,193.2,29.56,25.1,0,0,IP,"LineString (56175 31804, 56159 31751)"
7110-7001,7110,7001,56385,31865,56397,31873,2,80,118,0.27,1661.66,66.07,18.07,23.38,18.17,1097.78,1097.92,5,0,112.55,39.87,18.77,12.18,32.98,319.94,216.99,64.55,133.68,146.27,0.133241633,112.56,39.88,18.77,12.19,32.98,319.99,217.02,64.56,133.7,146.29,13.32428592,817.83,133.68,63.59565217,817.83,133.68,146.27,817.95,133.7,63.60434783,817.95,133.7,146.29,0,0,IP,"LineString (56385 31865, 56397 31873)"
7052-7001,7052,7001,56383,31884,56397,31873,2,48,175,0.23,944.45,36.46,12.51,25.63,24.58,344.34,344.35,0,0,80.88,2.12,9.21,0.4,14.72,156.27,8.31,33.42,25.02,14,0.04065749,80.88,2.12,9.21,0.4,14.72,156.27,8.31,33.42,25.02,14,4.065630899,305.33,25.02,6.086956522,305.33,25.02,14,305.33,25.02,6.086956522,305.33,25.02,14,0,0,IP,"LineString (56383 31884, 56397 31873)"
7111-7001,7111,7001,56405,31879,56397,31873,2,80,100,0,1940,74.92,14.9,19.4,18.56,1453.38,1454.69,5,0,90.63,136.73,13.27,26.45,49.49,221.86,456.84,96.47,171.99,189.66,0.13049581,90.71,136.85,13.28,26.47,49.53,222.06,457.25,96.56,172.15,189.83,13.0495157,1091.74,171.99,82.46086957,1091.74,171.99,189.66,1092.71,172.15,82.53478261,1092.71,172.15,189.83,0,0,IP,"LineString (56405 31879, 56397 31873)"
7054-7002,7054,7002,56364,31888,56349,31883,1,48,150,0,1735.89,23.8,1.36,12.61,42.82,413.17,413.54,0,0,3.01,74.19,0.46,10.91,16.86,3.87,198.54,35.79,49.43,20.11,0.048672459,3.01,74.26,0.46,10.92,16.88,3.87,198.72,35.82,49.47,20.13,4.867727427,343.63,49.43,8.743478261,343.63,49.43,20.11,343.94,49.47,8.752173913,343.94,49.47,20.13,0,0,IP,"LineString (56364 31888, 56349 31883)"
